Number of nodes 707 
   859 :    210    240    211
   860 :    377    662    381
   861 :    288    290    289
   862 :    233    241    231
   863 :    292    294    293
   864 :     25    484     26
   865 :    518    572    174
   866 :    452    608    441
   867 :    444    445     40
   868 :    119    690    499
   869 :    308    656    306
   870 :    352    472    384
   871 :    296    458    293
   872 :    158    239    161
   873 :     10    134     11
   874 :    135    288    287
   875 :    445    531     40
   876 :    290    292    291
   877 :    209    561    481
   878 :    316    388    281
   879 :      8    143      9
   880 :    454    605    598
   881 :    126    615    564
   882 :    399    401    400
   883 :    158    161    159
   884 :    240    571    278
   885 :    301    393    352
   886 :    253    303    262
   887 :    239    301    252
   888 :    301    352    252
   889 :    255    584    548
   890 :    384    592    252
   891 :    155    160    156
   892 :    171    573    251
   893 :     90    654    130
   894 :    500    603    380
   895 :    174    572    176
   896 :    311    544    346
   897 :    370    371    369
   898 :    268    569    266
   899 :    311    346    345
   900 :    589    678    430
   901 :    590    673    613
   902 :    367    370    369
   903 :    579    659    548
   904 :    312    668    475
   905 :    250    257    240
   906 :    443    642    362
   907 :    330    351    331
   908 :    316    424    388
   909 :    156    158    157
   910 :    399    400    371
   911 :    239    252    161
   912 :    228    230    226
   913 :    241    253    249
   914 :    393    669    516
   915 :    346    568    345
   916 :    427    655    461
   917 :    397    511    404
   918 :    324    696    627
   919 :    123    628    431
   920 :    180    686    237
   921 :    241    249    231
   922 :    370    399    371
   923 :    408    560    410
   924 :    386    621    510
   925 :    475    550    312
   926 :    219    561    214
   927 :    363    501    422
   928 :    528    665    235
   929 :    210    250    240
   930 :    121    366    364
   931 :    105    704    543
   932 :    155    156    154
   933 :    274    330    276
   934 :    170    647    519
   935 :    538    594    124
   936 :    246    637    549
   937 :    586    591    114
   938 :    546    574    128
   939 :    294    296    293
   940 :    207    625    460
   941 :    319    578    298
   942 :    529    623    373
   943 :    166    577    170
   944 :    131    649    155
   945 :    309    310    308
   946 :     50    361     51
   947 :    345    541    540
   948 :     92    609     91
   949 :     47    113     48
   950 :    170    573    168
   951 :    345    568    541
   952 :    101    660    475
   953 :    141    568    557
   954 :    237    686    530
   955 :    568    670    541
   956 :    266    569    269
   957 :    551    643    132
   958 :    417    633    325
   959 :    168    573    171
   960 :    259    561    219
   961 :    404    587    406
   962 :    260    632    261
   963 :    410    560    413
   964 :    615    696    502
   965 :    428    580    383
   966 :    141    670    568
   967 :    328    597    463
   968 :    278    571    517
   969 :    499    606    119
   970 :    254    582    223
   971 :    142    687    532
   972 :     44    657    425
   973 :    326    537    536
   974 :    164    577    166
   975 :    530    686    236
   976 :    292    293    291
   977 :    136    588    516
   978 :    131    154    153
   979 :    488    642    194
   980 :    525    698    559
   981 :    414    599    499
   982 :    297    616    317
   983 :    543    704    544
   984 :    548    659    268
   985 :    257    571    240
   986 :    517    646    363
   987 :    331    570    437
   988 :    176    572    236
   989 :    555    556    554
   990 :    310    684    308
   991 :    611    640    113
   992 :    290    291    289
   993 :    288    289    287
   994 :    374    643    551
   995 :    103    638    304
   996 :    585    586    425
   997 :    413    612    412
   998 :    493    635    607
   999 :    357    674    358
  1000 :    563    600    196
  1001 :    544    704    346
  1002 :    126    627    615
  1003 :    102    660    101
  1004 :    482    506    485
  1005 :    358    360    357
  1006 :    226    584    225
  1007 :    605    620    351
  1008 :     19    149     20
  1009 :    471    667    201
  1010 :    314    682    681
  1011 :    152    428    151
  1012 :    262    661    377
  1013 :     70    648    534
  1014 :    153    691    628
  1015 :    348    643    374
  1016 :    230    584    226
  1017 :    203    665    206
  1018 :     24    147     25
  1019 :    157    691    154
  1020 :    592    676    238
  1021 :    363    646    501
  1022 :    221    582    259
  1023 :    112    650    542
  1024 :    382    699    659
  1025 :    412    612    415
  1026 :    544    641    550
  1027 :    134    353     11
  1028 :    309    311    310
  1029 :    307    309    308
  1030 :    549    637    390
  1031 :    162    592    238
  1032 :    620    625    622
  1033 :    238    577    164
  1034 :    223    582    221
  1035 :    144    627    126
  1036 :    441    608    558
  1037 :    384    676    592
  1038 :    158    593    239
  1039 :    146    520    501
  1040 :    351    570    331
  1041 :    501    646    146
  1042 :    110    652    109
  1043 :    356    396    359
  1044 :    272    598    274
  1045 :     58    322    125
  1046 :    330    605    351
  1047 :    502    565    564
  1048 :    161    592    162
  1049 :    333    648     85
  1050 :    400    651    371
  1051 :    200    665    203
  1052 :    336    650     71
  1053 :    445    695    575
  1054 :    423    594    538
  1055 :    225    584    255
  1056 :    215    620    605
  1057 :    602    603    116
  1058 :     59    144     60
  1059 :    360    554    357
  1060 :    539    685    395
  1061 :    322    323    125
  1062 :     97    689    447
  1063 :    488    701    642
  1064 :    304    638    543
  1065 :    393    588    352
  1066 :    534    687    142
  1067 :    352    588    472
  1068 :    628    691    431
  1069 :    525    701    489
  1070 :    287    299    286
  1071 :    354    513    353
  1072 :    236    686    178
  1073 :    642    701    362
  1074 :    375    618    571
  1075 :    299    604    286
  1076 :    460    625    620
  1077 :    134    656    354
  1078 :    301    693    393
  1079 :    395    685    319
  1080 :    252    592    161
  1081 :    261    705    518
  1082 :    307    312    309
  1083 :    317    616    566
  1084 :     46    610    503
  1085 :    534    648    333
  1086 :     33    507     34
  1087 :    484    506    305
  1088 :    458    636    293
  1089 :     37    679    430
  1090 :    133    507     33
  1091 :    274    598    330
  1092 :    511    587    404
  1093 :    323    324    125
  1094 :    305    621     27
  1095 :     12    649    131
  1096 :    520    565    502
  1097 :    542    650    336
  1098 :    523    700    327
  1099 :    499    690    411
  1100 :    249    624    231
  1101 :    160    593    156
  1102 :    311    641    544
  1103 :    571    618    517
  1104 :    127    355    315
  1105 :    362    701    525
  1106 :    358    463    461
  1107 :    291    300    289
  1108 :    417    629    535
  1109 :    543    638    104
  1110 :    156    593    158
  1111 :    489    698    525
  1112 :     53    140     54
  1113 :    365    703    149
  1114 :    374    632    260
  1115 :    327    700    527
  1116 :     19    692    149
  1117 :    354    514    513
  1118 :    406    630    408
  1119 :    358    461    360
  1120 :    392    675    368
  1121 :    430    679    589
  1122 :    397    664    511
  1123 :    515    680    335
  1124 :    118    446    444
  1125 :    323    581    324
  1126 :    639    705    473
  1127 :    667    672    420
  1128 :    360    555    554
  1129 :    598    605    330
  1130 :    438    643    348
  1131 :    388    635    493
  1132 :    511    664    242
  1133 :    241    683    253
  1134 :      0    621    386
  1135 :    569    626    552
  1136 :    155    649    513
  1137 :    135    287    286
  1138 :    627    696    615
  1139 :    501    520    502
  1140 :     22    135     23
  1141 :    394    600    563
  1142 :    135    286     23
  1143 :    371    651    436
  1144 :    408    630    560
  1145 :    550    641    312
  1146 :     57    322     58
  1147 :     18    692     19
  1148 :    383    580    475
  1149 :    118    444     39
  1150 :     24    604    147
  1151 :    355    357    356
  1152 :    447    689    482
  1153 :     84    565    520
  1154 :     26    305     27
  1155 :    322    614    323
  1156 :    390    637    392
  1157 :      0    386    385
  1158 :    555    655    596
  1159 :    587    630    406
  1160 :    489    701    488
  1161 :    407    695    666
  1162 :    178    686    180
  1163 :    228    624    230
  1164 :    513    649    353
  1165 :    355    356    315
  1166 :    527    700    459
  1167 :    315    682    314
  1168 :    515    697    115
  1169 :    147    484     25
  1170 :      6    152      7
  1171 :    559    698    216
  1172 :    346    704    557
  1173 :    289    590    287
  1174 :    603    614    116
  1175 :    134    354    353
  1176 :    303    661    262
  1177 :     26    484    305
  1178 :    549    658    468
  1179 :    231    624    228
  1180 :    314    681     36
  1181 :     47    457    113
  1182 :    287    590    299
  1183 :    577    647    170
  1184 :    396    664    397
  1185 :    425    657    585
  1186 :     52    601     53
  1187 :    119    606     42
  1188 :    556    683    242
  1189 :    351    622    570
  1190 :    242    683    241
  1191 :    475    660    550
  1192 :    388    688    635
  1193 :    617    657    129
  1194 :    482    689     98
  1195 :    368    675    367
  1196 :    541    693    347
  1197 :    347    693    301
  1198 :    321    653    586
  1199 :    245    630    587
  1200 :    293    636    291
  1201 :    143    668    307
  1202 :    575    690    119
  1203 :    367    675    370
  1204 :    268    699    569
  1205 :    620    622    351
  1206 :    585    657    617
  1207 :    569    699    626
  1208 :    618    646    517
  1209 :    485    506    484
  1210 :    532    687    479
  1211 :    405    678    589
  1212 :    393    693    670
  1213 :    591    653    418
  1214 :    424    688    388
  1215 :    379    659    579
  1216 :    309    641    311
  1217 :    300    590    289
  1218 :    669    670    141
  1219 :     98    510    482
  1220 :    382    645    626
  1221 :    596    655    427
  1222 :    383    668    143
  1223 :    622    625    421
  1224 :    586    653    591
  1225 :     64    564    387
  1226 :    307    668    312
  1227 :    319    685    578
  1228 :    154    691    153
  1229 :    564    565    387
  1230 :    507    674    355
  1231 :    134    706    656
  1232 :    626    699    382
  1233 :    149    671     20
  1234 :    595    682    359
  1235 :    458    677    636
  1236 :    147    485    484
  1237 :    582    672    259
  1238 :    312    641    309
  1239 :    518    705    572
  1240 :    291    636    300
  1241 :    355    674    357
  1242 :     10    706    134
  1243 :    360    655    555
  1244 :    482    510    506
  1245 :    259    672    619
  1246 :    581    696    324
  1247 :    461    655    360
  1248 :     53    601    140
  1249 :    656    684    354
  1250 :    393    670    669
  1251 :    354    684    514
  1252 :    422    696    581
  1253 :    300    673    590
  1254 :    678    694    446
  1255 :    575    695    409
  1256 :    670    693    541
  1257 :    405    694    678
  1258 :    613    673    447
  1259 :     30    329     31
  1260 :    659    699    268
  1261 :    446    694    666
  1262 :     41    119     42
  1263 :    329    462     31
  1264 :    424    702    688
  1265 :    133    674    507
  1266 :    666    695    445
  1267 :    149    703    671
  1268 :     62    126     63
  1269 :    656    706    306
  1270 :    308    684    656
  1271 :    688    702    256
  1272 :     48    640     49
  1273 :    666    694    407
  1274 :     60    144     61
  1275 :     67    597      1
  1276 :     21    524     22
  1277 :     34    127     35
  1278 :     40    531     41
  1279 :     42    606     43
  1280 :     49    148     50
  1281 :     51    115     52
  1282 :     58    125     59
  1283 :      1    597     28
  1284 :     66    387      2
  1285 :      2    565     84
  1286 :    387    565      2
  1287 :      9    306     10
  1288 :     20    671     21
  1289 :     23    604     24
  1290 :    286    604     23
  1291 :     28    597    328
  1292 :     36    120     37
  1293 :     36    681    120
  1294 :     43    129     44
  1295 :     46    503     47
  1296 :     55    116     56
  1297 :     61    144     62
  1298 :     65    387     66
  1299 :     84    520    146
  1300 :    118    678    446
Number of domains 6
  Domain :      0 
  Name : Outer Disk
  Number of elements :     23
     0     1     2     3     4     5     6     7     8     9
    10    11    12    13    14    15    16    17    18    19
    20    21    22
  Domain :      1 
  Name : Bottom
  Number of elements :     40
    23    24    25    26    27    28    29    30    31    32
    33    34    35    36    37    38    39    40    41    42
    43    44    45    46    47    48    49    50    51    52
    53    54    55    56    57    58    59    60    61    62
  Domain :      2 
  Name : Left
  Number of elements :      5
    63    64    65    66    67
  Domain :      3 
  Name : Right
  Number of elements :     15
    68    69    70    71    72    73    74    75    76    77
    78    79    80    81    82
  Domain :      4 
  Name : Top
  Number of elements :     20
    83    84    85    86    87    88    89    90    91    92
    93    94    95    96    97    98    99   100   101   102
  Domain :      5 
  Name : Inner Disk
  Number of elements :     10
   103   104   105   106   107   108   109   110   111   112
